"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"1424";"برگزاری مراسم عروسی، بدون گناه";"چگونه مي توان مراسم عروسي برگزار كرد جوري كه در آن گناه نباشد و همين طور مدعوين راضي باشند؟";;;;"1";;"توضیح";;;"0";
"1425";"معیارهای همسر شایسته";"میخواستم بدانم ملاک های مهم و مناسب جهت انتخاب همسر ایده آل چیست تا زندگی موفّقی داشته باشم؟";"روابط";;;"0";;"توضیح";;;"0";
"1426";"فواید ازدواج";"ازدواج و تشکیل خانواده چه فایده‌ای دارد؟ آیا بهتر نیست خودمان را گرفتار مخارج، دردسرها و مشکلات ازدواج نکنیم؟ آیا واقعاً به زحمتش می‌ارزد؟";"روابط";;;"0";;"توضیح";"دلیل";;"0";
"1427";"اگر یک پسر جوان، دختري را مناسب ازدواج ديد، چکار باید بکند؟";"اگر یک پسر جوان، دختري را مناسب ازدواج ديد، چکار باید بکند؟ شما چه راهكارهايي را پيشنهاد می کنید؟ راهنمایی کنید.";"روانشناسی";;;"0";;"پیشنهاد";;;"0";
"1428";"افزایش تمرکز ذهنی";"براى ايجاد تمركز ذهن و دور كردن افكار نامربوط از آن به خصوص در هنگام مطالعه، خواندن دعا يا نماز خواندن و خيلى از كارهاى ديگر، چه بايد كرد؟";"روانشناسی";;;"0";;"نظر";;;"0";
"1429";"روش صحیح از شیر گرفتن کودک";"باسلام؛ چگونه باید كودك را از شیر گرفت، به طوری که كودك آسیب نبیند و اذیت نشود؟ روش صحیح از شیر گرفتن کودک را برایم بگویید.";"کودکان";"تغذیه";;"0";;"توضیح";;;"0";
"1430";"شوهر بد دهن و بد اخلاق";"خانمي 35 ساله هستم با دو بچه. شوهرم بد دهن و بد اخلاق است و به هر بهانه اي دعوا مي كند چند روزي خوب است و دوباره به هر بهانه اي دعوا راه مي اندازد. من به خاطر اینکه دعوا نشود و سر و صدا راه نیفتد و از ترس آبروم باهاش حرف نمي زنم، اما قهر هم نيستم. خواستم بدانم كار من درست است؟ لطفاً راهنماییم کنید.";"روابط";;;"0";;"توضیح";;;"0";
"1431";"اگر دختری حجاب خوبی نداشته باشد، می توان با او ازدواج کرد؟";"مي خواستم بدونم داشتن حجاب را مي شه به عنوان يكي از شرط هاي ازدواج دونست يا فقط مي شه به عنوان يك نقص در طرف مقابل دونست؟ به عبارت دیگر اگر دختری حجاب خوبی نداشته باشد، می توان با او ازدواج کرد با این امید که حجابش مناسب شود؟ لطفاً راهنمایی کنید.";"روابط";;;"0";;"بله/خیر";;;"0";
"1432";"راهکارهایی برای بیدار ماندن در شب";"رشته من دارو سازيه و درس هامون هم خيلي زياده، اما من مثل بقيه دوستانم نمي توانم شب ها بيدار بمانم؛ اين مساله در دوران كنكور هم برام آزار دهنده بود. خيلي وقت ها روي كتاب يا در حالي كه چراغ ها روشنه خوابم ميبره، طوري كه وقتي بيدار ميشم يادم نمياد آخرين كاري كه ميكردم چي بوده. ورزش كردن و چاي و قهوه هم فايده نداره. در شبانه روز 8 ساعت ميخوابم . خواب ظهر هم ساعت خواب من در شب رو کم نميكنه . واقعا دوست دارم كه شب ها بتونم بيشتر بيدار بمونم و درس بخونم يا فيلم نگاه كنم و يا كارهايي كه دوست دارم و در روز وقت انجام دادنشان را ندا";;;;"1";;"پیشنهاد";;;"0";
"1433";"اختلال در تنظیم برنامه خواب";"با سلام. خواهش مي كنم يك برنامه خوب براي خوابيدن من بدهید؛ من جواني 25 ساله هستم ولي آدم سستي مي باشم و پر خوابم. شب را تا ديروقت بيدارم و مطالعه مي كنم و روز را گاهي اوقات تا ساعت 2 ظهر مي خوابم.از زحماتتان خيلي ممنونم";"سلامت";;;"0";;;"نظر";;"0";
"1434";"پرخوابی و احساس خواب آلودگی";"من ساعات خوابم طي روز زياده، و از طرفي درس هم مي خوانم و با اينكه كلا آدم سحرخيز و سحردوستي ام اما در زمستان نمي توانم زودتر از 8 يا 9 صبح بيدار شوم. بعد بيداري هم باز يک ساعت بعدش خوابم مي گيره و خيلي خواب زمستان شيرينه اما به درس و زندگيم لطمه ميزنه. بگویید با این مشکل احساس خواب آلودگی و پرخوابی چکار كنم؟";;;;"1";;"پیشنهاد";;;"0";
"1435";"زيبايي ظاهري در ازدواج";"سلام مجدد. با خواستگارم صحبت كردم تقريبأ معيارهاي مورد نظرم رو داشت. خدا به من زيبايي ظاهري داده و خواستگارم قيافه اش معموليه و ظاهر براي مادرم مهمه. نميدونم چطور و چه موقع به خانوادم بگم. مطمئنم مثل هميشه مخالفت می کنند و بي دليل ردش مي كنند.";"زیبایی";"روابط";;"0";;"دلیل";;;"0";
"1436";"آموزش قرآن به کودکان";"برای آموزش قرآن به کودک 5 ساله (در مراکز آموزشی) چکار باید کرد؟";"تحصیل";;;"0";;"پیشنهاد";;;"0";
"1437";"ازدواج با سادات";"من خیلی دوست دارم زنم از سادات باشه و با یه دختر سید ازدواج کنم؛ اما چیزی که فکرم رو بدجور مشغول کرده اینه که آیا بعد ازازدواج با دختر سید، بايد آدابي كه براش ميگند مثل اينكه از 4 قدمي بايد 4 دست و پا بيايي و هر دفعه جلوی پاش بلند بشي و خيلي كاراي سخت ديگه رو حتما باید رعایت کرد یا اينها رو گفتند براي اينكه نشون بدند بايد احترام، خيلي باشه!اگه اینطور باشه، خیلی سخته. لطفا این مساله رو برام باز کنید و حقیقت ماجرا رو بگید تا از این دغدغه رها بشم و بتونم برای ازدواجم درست تصمیم بگیرم. پیشاپیش ممنون از راهنمایی هاتون.";"مذهبی";;;"0";;"نظر";;;"0";
"1438";"نامهربانی پدر";"سلام.پدر بنده اصلا به فكر زندگي نيست!باهاش رفتار خوبي داريم.ولي اصلا براي خودش وخانوادش نه ارزشي گذاشته نه شخصيتي؛ خلاص. هر حرفي خونه زده ميشه ميره بيرون ميگه. اصلا به خانوادش اعتماد نداره. بااين كاراش ادمو اعصباني مي كنه. از مهرباني و صميميت بویي نبرده.به نظر شما چگونه بايد با او رفتار كرد؟";"روابط";;;"0";;"نظر";;;"0";
"1439";"جلب رضایت والدین برای ازدواج";"من پسری 23 ساله هستم كه به دختري پاك و با ايمان پيشنهاد ازدواج دادم ولي خانواده ام راضي نيست و خودم هم كه فكر مي كنم می بینم از نظر مالي شرايط ازدواج را ندارم؛ به آن دختر هم شرايطم را گفتم ولي به هيچ وجه راضي نيست مرا فراموش كند؛ حتي به او گفته ام که خانواده ام هم راضي نيست ولی باز مي گويد بايد به خواستگاري من بيايي، حتي شده تنهايي بيا. خانواده اش هم گفته اند از نظر مالي نگران نباشید كمك تان مي كنيم. حالا من با وجود این شرایط مالی و نارضايتي خانواده ام كه به هيچ وجه راضي نمي شوند چيكار كنم؟";"روابط";;;"0";;"نظر";;;"0";
"1440";"اضطراب هنگام صحبت كردن در كلاس و كنفرانس";"پسری 18 ساله هستم که از روبرو شدن با غريبه ها و صحبت در جمع و كنفرانس خيلي ترس دارم و دست و پاهایم را گم مي‌كنم و گاهي مثل لبو سرخ مي‌شوم. چكار كنم؟";"روانشناسی";;;"0";;"پیشنهاد";;;"0";
"1441";"تعريف، علائم، عوامل و راهكارهاي درمان بيماري افسردگي";"احساس می کنم افسرده هستم؛ می خواهم تعريف، علائم، عوامل و راهكارهاي درمان بيماري افسردگي در روانشناسي معاصر و اسلام را بدانم؟";"مذهبی";"روانشناسی";;"0";;"نظر";;;"0";
"1442";"آقایون برای ازدواج جذب چه جور دختری میشن؟";"یه سوال داشتم ، ممنون میشکم اگه آقایون با دقت جواب بدن اینکه آقایون برای ازدواج جذب چه جور دختری میشن؟ و بین دخترا که هر کدوم یجورن ، چجور دختری رو واسه ازدواج و عاشق شدن انتخاب می کنن؟ و یه جورایی احساس می کنن که مزه ی عشق رو در کنار چنین دختری خواهند چشید";"روابط";;;"0";;"توضیح";;;"0";
"1443";"خانواده (فرزندان)";"روشهاي ايجاد هماهنگي در تربيت كودك را بيان نمائيد؟";"کودکان";;;"0";;"لیست";;;"0";
"1444";"مهارت های زندگی";"اگر كودكمان پرسيد خدا کجاست چه جوابي به کودک بدهيم؟";"کودکان";;;"0";;"پیشنهاد";;;"0";
"1445";"خانواده (فرزندان)";"تسکين گريه نوزاد چگونه ممکن است؟";"کودکان";;;"0";;"پیشنهاد";;;"0";
"1446";"حقوق فرزندان";"آیا همه خواسته های کودک را با توجه به وسایل چشم گیر امروز و عدم توانایی مالی باید بر آورده کرد؟";"کودکان";;;"0";;"بله/خیر";;;"0";
"1447";"بارداری و زایمان";" چگونه مي توانم مدتي را تنها در کنار نوزادم باشم بدون اينکه کودک بزرگم ناراحت شود؟";"کودکان";"روانشناسی";;"0";;"توضیح";;;"0";
"1448";"خانواده (فرزندان)";"با کودک بداخلاق خود چه کنیم؟";"کودکان";"روانشناسی";;"0";;"نظر";;;"0";
"1449";"خانواده (فرزندان)";"موانع خلاقیت کودکان در خانواده چیست؟";"کودکان";;;"0";;"توضیح";;;"0";
"1450";"خانواده (فرزندان)";" روشهاي تشويق به استقلال در کودک چیست؟";"کودکان";;;"0";;"لیست";;;"0";
"1451";"خانواده (فرزندان)";"مهمترين نياز عاطفي و رواني كودك در محيط خانواده چیست؟";"کودکان";"روانشناسی";;"0";;"تعریف";;;"0";
"1452";"تغذیه و رژیم درمانی";"جيره هاي غذايي کودک از يک تا دوازده ماهگي و وسايل مورد نياز را توضیح دهید؟";"کودکان";"تغذیه";;"0";;"توضیح";;;"0";
"1453";"تغذیه و رژیم درمانی";"کودک در 6 ماه اول زندگی چگونه باید تغذیه شود؟";"کودکان";"تغذیه";;"0";;"توضیح";;;"0";
"1454";"مفاهیم قرآنی";"پدر و مادر مسائل جنسی را از چه سنی باید در حضور کودک رعایت کنند؟";"روابط";"مذهبی";;"0";;"نظر";;;"0";
"1455";"طب سنتی و گیاهی";"علت تهوع و استفراغ زیاد دختری 3.5 ساله به هنگام سوار شدن ماشین چیست؟ این کودک از همان ابتدا دچار این بیماری بوده است و به هنگام سرماخوردگی هم تهوع و استفراغ او به حدی شدید می شود که باید به علت کم آبی در بیمارستان بستری شود چه اقداماتی را توصیه می کنید؟";"سلامت";;;"0";;"نظر";;;"0";
"1456";"خانواده (فرزندان)";"لطفا خطاب به فرزندان چند توصیه تربیتی مطرح نمایید.";"کودکان";;;"0";;"توضیح";;;"0";
"1457";"خانواده (فرزندان)";" چرا کودکم از جدایی می ترسد؟";"کودکان";"روانشناسی";;"0";;"دلیل";;;"0";
"1458";"تربیت دینی فرزندان";" چگونه کودک خردسال را با رعايت مسايل شرعی، به خوبی تربيت كنيم؟";"کودکان";"مذهبی";;"0";;"نظر";;;"0";
"1459";"تغذیه و رژیم درمانی";"کودک 3 ساله اي دارم که خيلي بدغذاست و اصلاً تمايلي به خوردن ندارد. چه راهي هست که بتوانم او را به خوردن وادار کنم؟";"کودکان";"تغذیه";;"0";;"نظر";;;"0";
"1460";"دانستنی های پزشکی";"• چه علايمي در كودك يا شيرخوار بايد والدين را به فكر وجود كم خوني بياندازد؟";"کودکان";"سلامت";;"0";;"توضیح";;;"0";
"1461";"تغذیه و رژیم درمانی";"اگر غذاي كمكي کودک دير شروع شود چه مشكلاتي پيش خواهد آمد؟";"کودکان";"تغذیه";;"0";;"توضیح";;;"0";
"1462";"بیماری ها و روش درمان";"یک پسر هفت ساله دارم که اکو نشان داده که قلبش صدای اضافه دارد . و برگشت خون دارد . راهنمایی بفرمایید.";"کودکان";"سلامت";;"0";;"توضیح";;;"0";
"1463";"خانواده (فرزندان)";"راهکارهایی برای تربیت كودك خجالتی بیان کنید.";"کودکان";"روانشناسی";;"0";;"توضیح";;;"0";
"1464";"بیماری ها و روش درمان";"اختلال‌ رشد بچه‌ چیست؟";"کودکان";;;"0";;"نظر";;;"0";
"1465";"بارداری و زایمان";"در دوران بارداری هستم، چگونه بايد کودک بزرگ ترم را براي ورود کودک جديد آماده کنم؟";"کودکان";"روانشناسی";;"0";;"توضیح";;;"0";
"1466";"دندانپزشکی";"اگر بخواهیم یک دید مثبتی برای کودک در رابطه با مراجعه به دندانپزشکی ایجاد کنیم باید از چه زمانی شروع بشود ؟";"کودکان";"سلامت";;"0";;"نظر";;;"0";
"1467";"خانواده (فرزندان)";"كودك 4 ساله اي دارم كه وقتي او را به منزل اقوام مي برم دوست ندارد از آنجا ترک کند و برگردد چه كنم ؟";"کودکان";"روانشناسی";;"0";;"نظر";;;"0";
"1468";"طب سنتی و گیاهی";"در رابطه با کودک 9 ماهه ام چند سوال داشتم: 1-آیا استفاده از نعل اسب در غذای او کافی است یا حتما باید از عرق آهن استفاده کنم.البته من برای او آزمایشCBCانجام داده ام ومشکل کم خونی ندارد. 2-آیا در این سن میتوانم به او میوه جات خام بدهم یا باید همه غذاهایش پخته باشد؟ 3-کودکم بعضی از مواد غذایی را که به او میدهم کاملا دفع می کند(مثل هویج و سبزی پخته شده)آیا این طبیعی است یا این که نباید از این گونه مواد در غذایش استفاده کنم؟";"کودکان";"تغذیه";;"0";;"توضیح";;;"0";
"1469";"طب سنتی و گیاهی";"آیا این گفته دکترهای کودکان صحیح است که می گویند از یک سالگی به بعد باید شیر شب هنگام کودکان را قطع کرد چون آنها نیازی به این شیر ندارند و این شیر فقط باعث خرابی دندانهای انها می شود.";"کودکان";"تغذیه";"سلامت";"0";;"بله/خیر";;;"0";
"1470";"طب سنتی و گیاهی";"دختری دارم نه ساله که با وزن 800/1 کیلو گرم به دنیا آمده و ریه‌ی حساسی دارد و با کوچکترین باد سردی سرفه می کند .ولی نسبت به گذشته خیلی بهتر شده است. مشکل دیگری که دارد این است که تنبل و بی حوصله است (البته در بعضی از کارها) راه درمان چیست؟ آیا حجامت این مشکل را حل می‌کند ؟چه مدت یک بار به حجامت نیاز دارد؟ دیگر این که در هنگام گرسنگی حالت استفراغ پیدا می کند.";"کودکان";"سلامت";;"0";;"توضیح";;;"0";
"1471";"طب سنتی و گیاهی";"قنداق کردن کودک تا چه ماهی مناسب است؟";"کودکان";;;"0";;"نظر";;;"0";
"1472";"طب سنتی و گیاهی";"فرزندی شش سال وسه ماهه دارم که مدت شش ماه است که از سردرد به ویژه در ناحیه پشت سر شاکی است به متخصص چشم مراجعه نمودم گفت مشکلی ندارد جرات نمی کنم به پزشکان دیگر مراجعه کنم (به خاطر درمانهای امروزی) لطفا مراراهنمایی کنید.";"کودکان";"سلامت";;"0";;"توضیح";;;"0";
"1473";"طب سنتی و گیاهی";"برای سرماخوردگی و اخلاط سینه کودکان شیرخوار زیر 1 سال چه چیزی به جای آنتی بیوتیک به آنها بدهیم؟";"کودکان";"سلامت";;"0";;"نظر";;;"0";
"1474";"طب سنتی و گیاهی";"برای درمان بزرگی لوزه سوم کودکان چه باید کرد؟";"کودکان";"سلامت";;"0";;"توضیح";;;"0";
"1475";"طب سنتی و گیاهی";"من یه پسر دارم که ده روز دیگه 6 ماهش تموم میشه، موقع خواب و شیر خوردن سرش خیلی عرق میکنه یعنی همیشه بالشش خیسه علتش وراه درمانش را میخواستم بدونم؟ کوچولوی ما ریفلاکس هم داره، برای درمانش چی کار باید کرد ؟ ایا من هم پرهیز غذایی دارم؟دکترش کپسول امپرازول داده و من به خاطر عوارضش بهش ندادم. مفاصلش هم خصوصا زانوهاش خیلی صدا میده، ایا این صدا طبیعیه؟اگه نه راه درمانش چیه؟";"کودکان";"سلامت";;"0";;"نظر";;;"0";
"1476";"طب سنتی و گیاهی";"نوزاد را در حمام با چه چیزی بشوییم (به جای صابون و شامپو) که هم تمیز کند و هم چربی ها را از بین ببرد و هم مضر نباشد؟";"کودکان";;;"0";;"نظر";;;"0";
"1477";"طب سنتی و گیاهی";"نوزاد اینجانب که در حال حاضر حدود سه ماه دارد در 21روز بعد از تولد به دلیل آنمی شدید و تضاد خونی او با مادرش A مثبت با O مثبت نوزاد به تشخیص دکتر بستری شد و کمی خون به او تزریق شد ودر ادامه دکتر قطره ی مولتی آهن را که حاوی ویتامین و آهن است به او توصیه کرد اما بنا به توصیه ی حضرت عالی ما به او این قطره را ندادیم: اکنون با توجه به توصیه ی دکتر مبنی به دادن قطره ی موجود آیا این قطره را به او بدهیم یا خیر و در صورت توصیه به ندادن قطره ، برای اینکه مساله ی کمبود خون یا آهن نوزاد به طور کامل خوب شود و در ادامه هم مشکلی پیش نیاید چه کنیم وآیا خوردن 14 ";"کودکان";"سلامت";;"0";;"نظر";;;"0";
"1478";"طب سنتی و گیاهی";"کودک شیرخوار 1 سال و1 ماهه ای دارم، تغذیه سالم در مورد کودک در این سن چیست و چه مقدار میتوان به او عسل داد؟";"کودکان";"تغذیه";;"0";;"بله/خیر";;;"0";
"1479";"طب سنتی و گیاهی";"برای درمان زردی نوزادان و دیابت از ترنجبین و آب کدو استفاده می کنند . آیا این درست است ؟";"کودکان";;;"0";;"بله/خیر";;;"0";
"1480";"سفتی فرمان";"سلام ممنون میشم بگید ماشین ال نود مدل 94 هستش - وقتی ماشین سرد هستش فرمونش مناسب و نرم هستش وقتی ماشین بعد از مدتی کار کردن و گرم شدن فرمان در جا سفت میشه و باید یکم گاز بدی تا به حالت اولش برگرده در واقع یه نوع گیر کردن هستش-مشکل زمانی بیشتر خودش رو نشون میده که می خواهی پارک کنی";"ماشین";"فنی";;"0";;"توضیح";;;"0";
"1481";"اینترنت اکسپلورر";"با سلام.من ویندوز سیستمم رو عوض کردم و xp گذاشتم.مشکلم اینه سایتهایی که با پروتکل https کار میکنند رو اینترنت اکسپلورر باز نمیکنه.در حالی که مرورگرهای دیگه باز میکنن.هرکار میکنم درست نمیشه.خیلی بهش نیاز دارم.ممنون میشم کمکم کنین";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1482";"اموزش دفاع شخصی";"با سلام آیا فیلم های اموزشی میتونه کمک کنه به یاد گیری دفاع شخصی یا باید کلاس رفت؟ اصلا فیلم آموزشی و حریف خودش کافیه؟";"ورزش";;;"0";;"بله/خیر";;;"0";
"1483";"سونوگرافی و دل درد";"با سلام 26سال دارم باکره .با نامزدم رابطه بدون دخول داشتم طی ازمایشات و سونو گفتن که ازمایش باکتری دارد و به علت معده درد و دل درد تهوع و اسهال شدید سونو گرفتم گفتن باید چک شوم چه چیزی میتونسته باشه?چون سوال پرسیدن که رابطه داشتم یانه .درمانش چیه چی استفاده کنم ممنونم";"روابط";"سلامت";;"0";;"نظر";;;"0";
"1484";"درخواست مقاله";"سلام ممنون میشم اگه مقاله ای در مورد رفع نشتی روغن فرمان اردی پراید و 206 بذارید";"فنی";"ماشین";;"0";;"تعریف";;;"0";
"1485";"ارتباط نمک و چربی با ریزش موی سر";"با عرض سلام . اینجانب آقایی ۳۵ ساله هستم . شنیده ام که ریزش مو با مصرف نمک و چربی در ارتباط است . آیا این مطلب صحت دارد ؟ با تشکر .";"تغذیه";"زیبایی";;"0";;"بله/خیر";;;"0";
"1486";"نحوه ی پیاده سازی فروشگاه آنلاین با جاوا و پیاده سازی آن؟";"چطور میتوان با java, jee، struts، maven، hibernate، spring یک  فروشگاه آنلاین پیاده سازی کرد که وارد حساب کاربری شده، محصولاتی را به سبد خرید اضافه کند، هزینه کل را حساب کرده و قابلیت پرداخت آنلاین داشته باشد ؟ آیا این کار نیاز به فریم ورک های دیگر هم دارد؟؟؟؟   آیا باید خودم تمام کد آن را بنویسم یا فریم ورک ها و کدهایی برای این کار موجود هست؟؟؟؟  نحوه کار به چه صورت است؟؟ سپاسگزارم.";"کامپیوتر/موبایل";"برنامه‌نویسی";;"0";;"توضیح";;;"0";
"1487";"مصرف کلسیم در بارداری";" آیا در زمان بارداری مصرف کلسیم بایستی افزایش یابد؟ ";"سلامت";;;"1";;"بله/خیر";;;"0";
"1488";"بی اشتهایی کودکان";"کودکم دچار بی اشتهایی است و میلی به غذا ندارد. چگونه می توانم به او کمک کنم؟ ";"کودکان";"تغذیه";;"0";;"نظر";;;"0";
"1489";" تغذیه کودک بیش فعال";" به کودک بیش فعالم چه غذایی بدهم؟";"کودکان";"تغذیه";;"0";;"نظر";;;"0";
"1490";"ازدواج";"با سلام من ۲۷ سالمه و سه ساله ازدواج کردم شوهرم خیلی به پدر و مادرش اهمیت میده طوریکه حتی مهمونیهایی که قراره فقط منو شوهرم بریم اگه پدرومادرش راضی نباشن خودهمسرم هم مخالفت میکنه و مثالهایی ازاین قبیل چکار باید کنم؟؟؟";"روابط";"روانشناسی";;"0";;"نظر";;;"0";
"1491";"چیدمان داخل خانه";"چگونه خانه را تزئین کنیم ؟";;;;"1";;"پیشنهاد";;;"0";
"1492";"راهنما";"چگونه اطلاعات مورد نظرم را در مانشت جستجو کنم؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1493";" راهنمایی درباره دانشگاه";"با سلام وخسته نباشید خدمت دوستان  من یه دانش آموز پشت کنکوری دبیرستان هستم میخواستم دوباره شروع کنم به درس خوندن و دوباره کنکور بدم ولی امروز یکی یه راهی جلوی پام گذاشت میخواستم نظر شما دوستان رو هم بدونم که انجام بدم یا نه اون به من گفت:که برم دانشگاه پیام نور ثبت نام کنم تا کنکور ارشد ۴ سال وقت دارم بشینم این ۴ سال رو بخونم و دانشگاه رو هم برم که بتونم فوق لیسانس از یه دانشگاه معتبر بگیرم  نظر شما چیه انجام بدم یا نه؟؟ ";"تحصیل";;;"0";;"توضیح";;;"0";
"1494";"ارشد هوش مصنوعی";"سلام دوستان من امروز تصمیم گرفتم که امسال در ارشد هوش مصنوعی شرکت کنم.ولی نمی دونم واسه درس هوش مصنوعی و مدار های الکتریکی جه کتاب هایی بخونم که آماده شم. ممنون میشم اگه راهنمایی کنید با تشکر ";"تحصیل";;;"0";;"توضیح";;;"0";
"1495";"درخواست چارت تحصیلی رشته‌ی نرم افزار و IT";"سلام. اگر امکانش هست، لطفا چارت تحصیلی رشته‌های نرم افزار و فناوری اطلاعات و قرار بدین. لطفا چارتی و قرار بدین که در دانشگاه‌های سراسری تدریس میشه. ممنون. ";"تحصیل";;;"0";;"تعریف";;;"0";
"1496";" برق شبانه دانشگاه یاسوج یا دانشگاه آزاد شیراز؟";"سلام دوستان، ممنون می شم نظرتون رو بفرمایید. کدومشون کیفیت بالاتری دارن؟ برای خارج رفتن چطور؟ ممنون.";"تحصیل";;;"0";;"نظر";;;"0";
"1497";" فرم معدل؟؟؟؟؟؟ ";"سلام. برای نیمسال دوم فرم معدل رو میخوان یا مدرک موقت ؟ من معدل ۷ ترمه رو دادم،الآن معدل کل ۶ درصد بیشتره";"تحصیل";;;"0";;"نظر";;;"0";
"1498";" سوالی در مورد معافیت تحصیلی ";"با سلام آیا این درسته که هر وقت کسی فارغالتحصیل بشه ، تا یک سال بعد هنوز سنوات معافیتش برقراره. آخه بعضی ها هستن که ترم ۸ هستن ولی میگن ما هنوز بعد از فارغ التحصیلی مون یک سال برای کنکور وقت داریم. با تشکر";"تحصیل";;;"0";;"نظر";;;"0";
"1499";" با رتبه ۲۰ هزارم میشه IT شبانه تهران قبول شد؟";"سلام به همه  دوستان میخواستم بدونم با رتبه ۲۰ هزار (سال ۹۴) هم میشه رشته ای تی یا مهندسی کامپیوتر یا حتی علوم کامپیوتر شبانه تو تهران قبول شد؟ نهایتا شهرستان های اطراف نمیخوام خارج تهران باشه میخواستم بدونم میشه یا نه و اینکه دانشگاه های ازاد توی تهران میشه یا نه؟ (که فکر کنم ازاد بشه دیگه...)  ممنون میشم اگه راهنماییم کنید";"سلامت";;;"0";;"پیشنهاد";;;"0";
"1500";"هرس آلفا- بتاباعث افزایش سرعت جستجو میشود یا کاهش؟ ";"هرس آلفا -بتا باعث افزایش سرعت جستجو میشود یا کاهش؟؟؟؟ و چرا؟؟؟؟";"برنامه‌نویسی";;;"0";;"نظر";"دلیل";;"0";
"1501";"تپه نوردی ساده با تپه نوردی تندترین شیب چه فرقی دارند؟ ";"سلام دوستان من در تست‌های هوش مصنوعی با واژه‌ی الگوریتم تپه‌نوردی تندترین شیب برخورد کردم.  خواستم بپرسم این نوع خاصی از الگوریتم هست؟ یعنی الگوریتم با تندترین شیب٬ بهتر از شیب کمتر عمل میکنه؟  ممنون";"ورزش";;;"0";;"نظر";;;"1";
"1502";"عدم تمکین زن به جهت اذیت و آزار شوهر و ارسال پیامک های غیر اخلاقی";"اینجانب با همسرم به مدت 2 سال ازدواج کرده ام در مورخه 30-6-95 ایشان منزل مشترکمان را ترک کرده و به منزل پدرشان رفتند. اینجانب به همراه پدرم به منزل پدر زوجه مراجعت که متأسفانه منجر به عدم نتیجه گشته است. اینجانب دادخواست عدم تمکین داده ام  ولی بخاطر اینکه این زندگی حفظ شود پرونده سازش به شورای حل اختلاف ارجاع شده است. در زمان تشکیل دادگاه همسر اینجانب حضور پیدا نکرده و لایحه ای را به شورای حل اختلاف تقدیم کرده است. در این لایحه 1- از یک سری پیام ها که شماره مقصد آن مشخص نبوده است عکس گرفته و ";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1503";"تخلیه به جهت پایان مدت قرارداد اجاره";"با سلام و احترام شش سال قبل پدرم رستوران و سرقفلی آن را به نام من برگرداند. منتها جواز کسب به نام خودش ماند و ملک را از من اجاره سه ساله محضری کرد. من هم همانجا مشغول به کار شدم و برایم بیمه رد میشد. بعد از سه سال تمدید نکردیم چون دارایی گفت با همین قبلی هم میشود ادامه داد چون بندی در آن است که میگوید اجرت المثل اجرت المسمی است و همینطور به کار ادامه دادیم تا سال چهارم پدرم علی رغم میل بنده طبقه فوقانی رستوران را بصورت خلاف ساخت. از سال پنجم که پارسال باشد بین ما اختلاف خانوادگی بوجود آمد و من هم به محل کارم نرفتم تا ";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1504";;"سلام بنده ماشینم دچارتصادف شد که مقصر هم شناخته شدم تلفات جانی نداشتم فقط ماشین طرف مقابل دچارخساراتی شد، ازبیمه خودروم استفاده کردم برای جبران خسارت ، کارشناس بیمه حدودا ، سه میلیون به فرد خسارت دیده پرداخت کرده، شخص شاکی با اینکه مبلغ بیمه رو گرفته ولی باز به بنده مراجعه کرده که خسارت ماشینم بیش ازاین شده ، وحدودا یک میلیون تومن هم ازبنده میخوادبگیره وگفته مدارکی هم داره که ثابت کنه این مبلغ رو اضافی نمیگیره، میخواستم بدونم آیاحق چنین کاری رو داره که این مبلغ رو بگیره ؟؟";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1505";;"باسلام. فردی که من با مادر وی زمینی را بینمان تقسیم کردم به دلیل اعتراض به این تقسیم اقدام به زدن قفل بر در و کندن بخشی از حصار اطراف زمین نمود که من با مراجعه به پلیس و رفتن به منزل وی فنس را در حیاط منزل مشاهده کرده و بازپس گرفتم که در صورت جلسه پلیس نیز درج شده است و سپس به دادگاه کیفری مراجعه نمودم. اما وی در جلسه دادگاه کیفری ، زدن قفل را انکار کرده و به گردن مادرش انداخت. همچنین در مورد سرقت فنس نیز گفت که مادر و دایی اش فنس را کنده و وی فقط فنس را با ماشینش به منزل اورده. نتیجه آنکه دادگاه حکم به برائت وی داد. حال اعتراض من این است و می خواهم در تجدی";"حقوق/قانون";;;"0";;"نظر";;;"0";
"1506";;"باسلام خدمت مشاور محترم.من در حال نوشتن یک رمان هستم. میخواهم در این کتاب به مساله رحم اجاره ای بپردازم. سوال من این هست که میخواهم بدانم در روند رحم اجاره ای از نظر قانونی، این امکان وجود دارد که زن اصلی یعنی مادر فرزند از جریان مطلع نباشد و روند رحم اجاره ای به این صورت باشد که اسپرم مرد رو به زن صاحب رحم تزریق کنند و بعد از به دنیا آمدن بچه، مرد همسر خود را از این مساله مطلع کند.آیا از نظر روند پیگیری این مساله، چنین چیزی امکان دارد؟یا زن و شوهر هردو باید در روند قانونی و پزشکی این مساله باشند؟باتشکر.";"حقوق/قانون";;;"0";;"نظر";;;"0";
