;term;TF-IDF;num_q;f_in_q
8528;‏می‌رسد;59.0762883285;1.0;[[1729, 1]]
8529;ضایع;59.0762883285;1.0;[[1729, 1]]
8530;شمار;59.0762883285;1.0;[[1729, 1]]
8531;می‌آید;241.275283294;3.0;[[1729, 1], [2523, 1], [2792, 1]]
8532;سپرده‌های;297.118728415;3.0;[[1730, 1], [1733, 1], [1734, 1]]
8533;بلندمدت;278.790861991;2.0;[[1730, 1], [1734, 1]]
8534;درباره‌ی;611.060474238;2.0;[[1731, 1], [2272, 1]]
8535;می‌دهند;354.457729971;1.0;[[1731, 1]]
8536;اهالی;29.8490719976;1.0;[[1732, 1]]
8537;نیازمندان;59.6981439952;1.0;[[1732, 2]]
8538;تأسیس;29.8490719976;1.0;[[1732, 1]]
8539;صندوق;1278.11688443;9.0;[[1732, 1], [1733, 1], [1829, 1], [2475, 1], [2476, 1], [2477, 1], [2479, 1], [2480, 1], [2481, 1]]
8540;خیریه;49.7468535226;2.0;[[1732, 1], [1758, 1]]
8541;‏کرده‌اند;29.8490719976;1.0;[[1732, 1]]
8542;الف;180.302322803;5.0;[[1732, 1], [1747, 1], [1758, 4], [1759, 1], [1855, 1]]
8543;مبالغ;29.8490719976;1.0;[[1732, 1]]
8544;جمع‌آوری;89.5472159927;1.0;[[1732, 3]]
8545;فعالیت‌های;99.1317921055;2.0;[[1732, 1], [1733, 2]]
8546;اقتصادی;29.8490719976;1.0;[[1732, 1]]
8547;‏کمک;29.8490719976;1.0;[[1732, 1]]
8548;مستمندان;29.8490719976;1.0;[[1732, 1]]
8549;سرمایه‌گذاری;29.8490719976;1.0;[[1732, 1]]
8550;‏را;29.8490719976;1.0;[[1732, 1]]
8551;قرض‌الحسنه;234.16169239;3.0;[[1732, 1], [1733, 1], [1735, 1]]
8552;ج;48.9903987671;2.0;[[1732, 1], [1759, 1]]
8553;‏مبالغ;29.8490719976;1.0;[[1732, 1]]
8554;آنگاه;29.8490719976;1.0;[[1732, 1]]
8555;توزیع;29.8490719976;1.0;[[1732, 1]]
8556;د;29.8490719976;1.0;[[1732, 1]]
8557;حضرت‌عالی;29.8490719976;1.0;[[1732, 1]]
8558;بهینه;50.5578275397;2.0;[[1732, 1], [1761, 1]]
8559;‏این;29.8490719976;1.0;[[1732, 1]]
8560;پول‌‌ها;29.8490719976;1.0;[[1732, 1]]
8561;هـ;29.8490719976;1.0;[[1732, 1]]
8562;بزرگداشت;29.8490719976;1.0;[[1732, 1]]
8563;ائمه;29.8490719976;1.0;[[1732, 1]]
8564;اطهار;29.8490719976;1.0;[[1732, 1]]
8565;‏‏;29.8490719976;1.0;[[1732, 1]]
8566;علیهم;29.8490719976;1.0;[[1732, 1]]
8567;السّلام;29.8490719976;1.0;[[1732, 1]]
8568;واگذاری;259.086752234;3.0;[[1733, 1], [2631, 1], [2669, 1]]
8569;طرفین;476.384893468;5.0;[[1733, 1], [2288, 1], [2629, 1], [2633, 1], [2651, 1]]
8570;فرهنگی;66.3920376854;2.0;[[1733, 1], [1847, 1]]
8571;انتشاراتی;39.384192219;1.0;[[1733, 1]]
8572;سودآور;39.384192219;1.0;[[1733, 1]]
8573;درصدی;116.820384781;2.0;[[1733, 1], [2093, 1]]
8574;حاصله;39.384192219;1.0;[[1733, 1]]
8575;مذکور;39.384192219;1.0;[[1733, 1]]
8576;سپرده‌گذاران;78.768384438;1.0;[[1733, 2]]
8577;اعطا;39.384192219;1.0;[[1733, 1]]
8578;می‌نماید;39.384192219;1.0;[[1733, 1]]
8579;پرداختی;39.384192219;1.0;[[1733, 1]]
8580;کوتاه‌مدت;69.1624838968;1.0;[[1734, 1]]
8581;حُکمی;247.981090181;2.0;[[1734, 1], [1735, 1]]
8582;ضمناً;69.1624838968;1.0;[[1734, 1]]
8583;صوری;69.1624838968;1.0;[[1734, 1]]
8584;قراردادها;69.1624838968;1.0;[[1734, 1]]
8585;کاغذبازی;69.1624838968;1.0;[[1734, 1]]
8586;می‌باشد;973.088366723;7.0;[[1734, 1], [1742, 1], [1760, 1], [2032, 1], [2152, 1], [2155, 1], [2156, 1]]
8587;پس‌انداز;202.547274269;1.0;[[1735, 1]]
8588;قرعه‌کشی;202.547274269;1.0;[[1735, 1]]
8589;زنده‌ای;50.6368185673;1.0;[[1736, 1]]
8590;آوار;112.57416623;2.0;[[1736, 1], [1745, 1]]
8591;غیره;124.639531414;2.0;[[1736, 1], [2614, 1]]
8592;اذن;50.6368185673;1.0;[[1736, 1]]
8593;راه‌های;292.786195143;2.0;[[1737, 1], [2772, 1]]
8594;امداد;699.571585193;9.0;[[1737, 1], [1741, 1], [1749, 1], [1752, 1], [1753, 1], [1754, 1], [1755, 1], [1756, 1], [1757, 1]]
8595;بدنی;63.0147075504;1.0;[[1737, 1]]
8596;وسیع;63.0147075504;1.0;[[1737, 1]]
8597;امدادگر;323.503085409;5.0;[[1737, 2], [1740, 1], [1745, 1], [1750, 1], [1754, 1]]
8598;مصدوم;676.895072232;8.0;[[1737, 1], [1738, 1], [1739, 2], [1740, 1], [1741, 1], [1750, 1], [1755, 2], [1756, 1]]
8599;خوف;63.0147075504;1.0;[[1737, 1]]
8600;مفسده;175.148884594;2.0;[[1737, 1], [2242, 1]]
8601;ملاء;63.0147075504;1.0;[[1737, 1]]
8602;خوشی;63.0147075504;1.0;[[1737, 1]]
8603;امری;135.03151618;1.0;[[1738, 1]]
8604;خوراندن;135.03151618;1.0;[[1738, 1]]
8605;مشروب;135.03151618;1.0;[[1738, 1]]
8606;الکلی;135.03151618;1.0;[[1738, 1]]
8607;مسمومیت;135.03151618;1.0;[[1738, 1]]
8608;گازهای;135.03151618;1.0;[[1738, 1]]
8609;استخر;387.417976787;4.0;[[1739, 1], [1967, 1], [2450, 1], [2765, 1]]
8610;پوشاندن;386.737801674;3.0;[[1739, 3], [1745, 1], [2758, 1]]
8611;یاشد;57.8706497912;1.0;[[1739, 1]]
8612;گرما;145.246067106;2.0;[[1739, 1], [2358, 1]]
8613;تأخیر;205.053271208;2.0;[[1739, 1], [2695, 1]]
8614;تنفس;63.0147075504;1.0;[[1740, 1]]
8615;CPR;63.0147075504;1.0;[[1740, 1]]
8616;ذیل;269.15191964;3.0;[[1740, 1], [1762, 1], [2666, 1]]
8617;همجنس;63.0147075504;1.0;[[1740, 1]]
8618;امدادی;63.0147075504;1.0;[[1740, 1]]
8619;حاد;63.0147075504;1.0;[[1740, 1]]
8620;مجال;63.0147075504;1.0;[[1740, 1]]
8621;قیم;166.803637634;1.0;[[1741, 1]]
8622;امدادکر;166.803637634;1.0;[[1741, 1]]
8623;می‌‎باشد;177.228864986;1.0;[[1743, 1]]
8624;نگا;202.547274269;1.0;[[1744, 1]]
8625;زیور;202.547274269;1.0;[[1744, 1]]
8626;الاتی;202.547274269;1.0;[[1744, 1]]
8627;میت;220.310971027;2.0;[[1744, 1], [1747, 1]]
8628;مصدومین;317.096916763;4.0;[[1745, 1], [1749, 1], [1753, 1], [1757, 1]]
8629;جنازه‌ها;72.7092779428;1.0;[[1745, 1]]
8630;محروم;72.7092779428;1.0;[[1745, 1]]
8631;عریان;72.7092779428;1.0;[[1745, 1]]
8632;کالبد;94.5220613257;1.0;[[1746, 1]]
8633;شکافی;94.5220613257;1.0;[[1746, 1]]
8634;پیشرفت‌های;94.5220613257;1.0;[[1746, 1]]
8635;اجساد;230.046296184;2.0;[[1746, 2], [1754, 1]]
8636;بالغ;94.5220613257;1.0;[[1746, 1]]
8637;نابالغ;94.5220613257;1.0;[[1746, 1]]
8638;هنگامی;38.8446827366;1.0;[[1747, 1]]
8639;تیم;207.987062303;2.0;[[1747, 1], [2115, 1]]
8640;آزمایش‌ها;77.6893654731;1.0;[[1747, 2]]
8641;احتیاج;234.530865709;2.0;[[1747, 1], [2787, 1]]
8642;میتی;38.8446827366;1.0;[[1747, 1]]
8643;سازند;38.8446827366;1.0;[[1747, 1]]
8644;احتیاط;38.8446827366;1.0;[[1747, 1]]
8645;امواتی;38.8446827366;1.0;[[1747, 1]]
8646;مسلمانان;38.8446827366;1.0;[[1747, 1]]
8647;اعضاء;38.8446827366;1.0;[[1747, 1]]
8648;جدای;38.8446827366;1.0;[[1747, 1]]
8649;اطباء;70.8915459942;1.0;[[1748, 1]]
8650;بلایا;70.8915459942;1.0;[[1748, 1]]
8651;صاعقه;70.8915459942;1.0;[[1748, 1]]
8652;زلزله;70.8915459942;1.0;[[1748, 1]]
8653;سکته;70.8915459942;1.0;[[1748, 1]]
8654;کفایت;172.534722138;2.0;[[1748, 1], [2569, 1]]
8655;یقین;70.8915459942;1.0;[[1748, 1]]
8656;موت;187.939608043;2.0;[[1748, 1], [1756, 1]]
8657;پوشی;51.5574879958;1.0;[[1749, 1]]
8658;رسانی;361.104058759;4.0;[[1749, 1], [1755, 1], [1757, 1], [2314, 1]]
8659;بیماریهای;199.291443753;2.0;[[1749, 1], [1892, 1]]
8660;مهلک;51.5574879958;1.0;[[1749, 1]]
8661;مسری;51.5574879958;1.0;[[1749, 1]]
8662;جائز;334.612794449;2.0;[[1749, 1], [2583, 1]]
8663;مشروط;81.0189097077;1.0;[[1750, 1]]
8664;تخریب;137.065911663;2.0;[[1750, 1], [1898, 1]]
8665;ازمسلمین;45.0105053932;1.0;[[1751, 1]]
8666;برفوت;45.0105053932;1.0;[[1751, 1]]
8667;ساختمان;226.443343902;3.0;[[1751, 1], [2732, 1], [2733, 1]]
8668;تخرِب;45.0105053932;1.0;[[1751, 1]]
8669;5نفرمی;45.0105053932;1.0;[[1751, 1]]
8670;مقام;297.962924745;2.0;[[1752, 1], [2489, 1]]
8671;تزاحم;149.245359988;1.0;[[1752, 1]]
8672;مصدومینی;149.245359988;1.0;[[1752, 1]]
8673;اینگونه;149.245359988;1.0;[[1752, 1]]
8674;دانید;149.245359988;1.0;[[1752, 1]]
8675;سببی;63.0147075504;1.0;[[1754, 1]]
8676;جسدی;63.0147075504;1.0;[[1754, 1]]
8677;گر;63.0147075504;1.0;[[1754, 1]]
8678;ضمان;180.750661287;2.0;[[1754, 1], [1756, 1]]
8679;قصور;63.0147075504;1.0;[[1754, 1]]
8680;تقصیر;63.0147075504;1.0;[[1754, 1]]
8681;ناچاری;63.0147075504;1.0;[[1754, 1]]
8682;چناچه;78.768384438;1.0;[[1755, 1]]
8683;امدادگران;78.768384438;1.0;[[1755, 1]]
8684;امدادگری;78.768384438;1.0;[[1755, 1]]
8685;نهی;78.768384438;1.0;[[1755, 1]]
8686;اهمال;146.554590233;2.0;[[1756, 1], [1761, 1]]
8687;مسامحه;135.03151618;1.0;[[1756, 1]]
8688;آیاوجوب;70.8915459942;1.0;[[1757, 1]]
8689;دیدگان;141.783091988;1.0;[[1757, 2]]
8690;موال;70.8915459942;1.0;[[1757, 1]]
8691;استحضار;24.6579290415;1.0;[[1758, 1]]
8692;نابینایان;49.315858083;1.0;[[1758, 2]]
8693;نیکوکاری;24.6579290415;1.0;[[1758, 1]]
8694;کریم;49.315858083;1.0;[[1758, 2]]
8695;بریل;49.315858083;1.0;[[1758, 2]]
8696;کتابت;24.6579290415;1.0;[[1758, 1]]
8697;المقدور;24.6579290415;1.0;[[1758, 1]]
8698;اعراب;24.6579290415;1.0;[[1758, 1]]
8699;کاسته;24.6579290415;1.0;[[1758, 1]]
8700;قرائت;24.6579290415;1.0;[[1758, 1]]
8701;روشندلان;24.6579290415;1.0;[[1758, 1]]
8702;قالوا;24.6579290415;1.0;[[1758, 1]]
8703;قالو;24.6579290415;1.0;[[1758, 1]]
8704;آمنوا;24.6579290415;1.0;[[1758, 1]]
8705;آمنو;24.6579290415;1.0;[[1758, 1]]
8706;رسم;24.6579290415;1.0;[[1758, 1]]
8707;الخط;24.6579290415;1.0;[[1758, 1]]
8708;لمات;24.6579290415;1.0;[[1758, 1]]
8709;هذ;24.6579290415;1.0;[[1758, 1]]
8710;احتراما;45.0635772106;2.0;[[1759, 1], [1761, 1]]
8711;مستدعی;23.8290910905;1.0;[[1759, 1]]
8712;مبارک;177.637129707;4.0;[[1759, 1], [1760, 1], [1761, 1], [2792, 1]]
8713;فرع;23.8290910905;1.0;[[1759, 1]]
8714;مزید;23.8290910905;1.0;[[1759, 1]]
8715;توفیقات;23.8290910905;1.0;[[1759, 1]]
8716;مسئلت;23.8290910905;1.0;[[1759, 1]]
8717;شیعه;47.658182181;1.0;[[1759, 2]]
8718;مسلک;71.4872732715;1.0;[[1759, 3]]
8719;آیامحرمیت;23.8290910905;1.0;[[1759, 1]]
8720;مشروع;23.8290910905;1.0;[[1759, 1]]
8721;طهاره;23.8290910905;1.0;[[1759, 1]]
8722;مولد;23.8290910905;1.0;[[1759, 1]]
8723;حلال;917.959901699;4.0;[[1759, 1], [2581, 1], [2584, 1], [2660, 1]]
8724;مقتوله;47.658182181;1.0;[[1759, 2]]
8725;عمد;47.658182181;1.0;[[1759, 2]]
8726;عنایت;30.8224113018;1.0;[[1760, 1]]
8727;فجایع;30.8224113018;1.0;[[1760, 1]]
8728;دلخراش;30.8224113018;1.0;[[1760, 1]]
8729;فلسطین;30.8224113018;1.0;[[1760, 1]]
8730;استمرار;30.8224113018;1.0;[[1760, 1]]
8731;جنایات;30.8224113018;1.0;[[1760, 1]]
8732;جانبه;151.369748459;2.0;[[1760, 1], [2623, 1]]
8733;استکبار;30.8224113018;1.0;[[1760, 1]]
8734;صهیونیست;30.8224113018;1.0;[[1760, 1]]
8735;آشام;30.8224113018;1.0;[[1760, 1]]
8736;تداوم;30.8224113018;1.0;[[1760, 1]]
8737;محاصره;30.8224113018;1.0;[[1760, 1]]
8738;باریکه;30.8224113018;1.0;[[1760, 1]]
8739;غزه;30.8224113018;1.0;[[1760, 1]]
8740;نسل;30.8224113018;1.0;[[1760, 1]]
8741;توأم;30.8224113018;1.0;[[1760, 1]]
8742;کشتار;30.8224113018;1.0;[[1760, 1]]
8743;رحمانه;30.8224113018;1.0;[[1760, 1]]
8744;آستانه;212.60132806;3.0;[[1760, 1], [2108, 1], [2116, 1]]
8745;فاجعه;30.8224113018;1.0;[[1760, 1]]
8746;تن;30.8224113018;1.0;[[1760, 1]]
8747;فزاینده;30.8224113018;1.0;[[1760, 1]]
8748;ویرانی;30.8224113018;1.0;[[1760, 1]]
8749;مساجد;171.909596333;2.0;[[1760, 1], [2107, 1]]
8750;معلولیت‌ها;30.8224113018;1.0;[[1760, 1]]
8751;زخمی‌های;30.8224113018;1.0;[[1760, 1]]
8752;ساکنین;30.8224113018;1.0;[[1760, 1]]
8753;شریف;51.4461642097;2.0;[[1760, 1], [1761, 1]]
8754;استدعا;51.4461642097;2.0;[[1760, 1], [1761, 1]]
8755;کمک‌های;30.8224113018;1.0;[[1760, 1]]
8756;مردمی;30.8224113018;1.0;[[1760, 1]]
8757;خاصه;30.8224113018;1.0;[[1760, 1]]
8758;وجوهات;30.8224113018;1.0;[[1760, 1]]
8759;سهمین;30.8224113018;1.0;[[1760, 1]]
8760;پالایش;25.546503061;1.0;[[1761, 1]]
8761;رویه;101.740376691;2.0;[[1761, 1], [2576, 1]]
8762;مشترکین;76.639509183;1.0;[[1761, 3]]
8763;تعدی;25.546503061;1.0;[[1761, 1]]
8764;عادلانه;25.546503061;1.0;[[1761, 1]]
8765;مجموعه;25.546503061;1.0;[[1761, 1]]
8766;نعمت;25.546503061;1.0;[[1761, 1]]
8767;خدادادی;25.546503061;1.0;[[1761, 1]]
8768;گازرسانی;25.546503061;1.0;[[1761, 1]]
8769;واردات;25.546503061;1.0;[[1761, 1]]
8770;مومنین;25.546503061;1.0;[[1761, 1]]
8771;مقلدین;25.546503061;1.0;[[1761, 1]]
8772;اجتناب;25.546503061;1.0;[[1761, 1]]
8773;اسراف;25.546503061;1.0;[[1761, 1]]
8774;ایمنی;25.546503061;1.0;[[1761, 1]]
8775;تیغ;120.666461267;1.0;[[1762, 2]]
8776;گونه‌ای;60.3332306334;1.0;[[1762, 1]]
8777;کراوات;60.3332306334;1.0;[[1762, 1]]
8778;کشیدن;167.586917895;2.0;[[1762, 1], [2238, 1]]
8779;سیگار;278.054173373;3.0;[[1762, 2], [1882, 1], [2238, 1]]
8780;فیلا;111.202425089;1.0;[[1763, 2]]
8781;پروولون;55.6012125445;1.0;[[1763, 1]]
8782;اسامی;55.6012125445;1.0;[[1763, 1]]
8783;مخلوطی;55.6012125445;1.0;[[1763, 1]]
8784;کشدار;55.6012125445;1.0;[[1763, 1]]
8785;پیتزاهایی;55.6012125445;1.0;[[1763, 1]]
8786;فر;685.310020578;6.0;[[1763, 1], [1767, 1], [1780, 1], [1796, 1], [2405, 2], [2409, 1]]
8787;نوژن;55.6012125445;1.0;[[1763, 1]]
8788;ریلی;55.6012125445;1.0;[[1763, 1]]
8789;توت;562.240055309;3.0;[[1764, 1], [1788, 1], [2098, 1]]
8790;فرنگی;684.861147322;4.0;[[1764, 1], [1768, 1], [1788, 1], [2098, 1]]
8791;شکلات;469.256524496;2.0;[[1764, 1], [1907, 1]]
8792;یخچال;1627.28751701;7.0;[[1764, 1], [1794, 1], [2433, 1], [2457, 1], [2470, 1], [2737, 1], [2738, 2]]
8793;بمونه;109.063916914;1.0;[[1764, 1]]
8794;شل;299.145398305;5.0;[[1764, 1], [1790, 1], [1793, 1], [1886, 1], [1888, 1]]
8795;عاجزانه;157.536768876;1.0;[[1765, 1]]
8796;سس;736.223379093;4.0;[[1765, 1], [1782, 1], [2132, 2], [2380, 1]]
8797;سیر;206.901394434;2.0;[[1765, 1], [1898, 1]]
8798;تورستورانها;157.536768876;1.0;[[1765, 1]]
8799;باکنتاکی;157.536768876;1.0;[[1765, 1]]
8800;سرو;287.55787023;2.0;[[1765, 1], [1782, 1]]
8801;روبگید;157.536768876;1.0;[[1765, 1]]
8802;خیلیییی;157.536768876;1.0;[[1765, 1]]
8803;خامه;1516.16193799;5.0;[[1766, 3], [1776, 1], [1787, 3], [2413, 1], [2462, 2]]
8804;قنادی;391.532071942;3.0;[[1766, 1], [1790, 1], [2437, 1]]
8805;کیک;249.42188568;3.0;[[1767, 1], [1785, 1], [1795, 1]]
8806;تیرامیسو;282.329545316;2.0;[[1767, 1], [1786, 1]]
8807;باگت;51.5574879958;1.0;[[1767, 1]]
8808;کنیدعلت;51.5574879958;1.0;[[1767, 1]]
8809;لطیفه;564.659090633;2.0;[[1767, 1], [1810, 1]]
8810;حرارت;334.612794449;2.0;[[1767, 1], [2456, 1]]
8811;عالیتونخواهشا;51.5574879958;1.0;[[1767, 1]]
8812;ازسایت;177.228864986;1.0;[[1768, 1]]
8813;ببخشیدامکانش;177.228864986;1.0;[[1768, 1]]
8814;سادهتر;177.228864986;1.0;[[1768, 1]]
8815;اگرتوت;177.228864986;1.0;[[1768, 1]]
8816;چیکارکنیم;177.228864986;1.0;[[1768, 1]]
8817;میز;187.939608043;2.0;[[1769, 1], [2702, 1]]
8818;زیز;70.8915459942;1.0;[[1769, 1]]
8819;بشقاب;70.8915459942;1.0;[[1769, 1]]
8820;گذاشتیم;70.8915459942;1.0;[[1769, 1]]
8821;ذرست;149.245359988;1.0;[[1770, 1]]
8822;شيريني;472.610306628;1.0;[[1771, 1]]
8823;بخير;88.6144324928;1.0;[[1772, 1]]
8824;اف;746.414453748;4.0;[[1772, 1], [1851, 1], [2782, 1], [2783, 1]]
8825;ميز;177.228864986;1.0;[[1772, 2]]
8826;تاشو;88.6144324928;1.0;[[1772, 1]]
8827;ك;88.6144324928;1.0;[[1772, 1]]
8828;لولا;88.6144324928;1.0;[[1772, 1]]
8829;كافي;88.6144324928;1.0;[[1772, 1]]
8830;طعم;135.03151618;1.0;[[1773, 1]]
8831;کوکتل;252.640128845;2.0;[[1773, 1], [1788, 2]]
8832;100٪;135.03151618;1.0;[[1773, 1]]
8833;معجون;78.768384438;1.0;[[1774, 1]]
8834;توتفرنگی;78.768384438;1.0;[[1774, 1]]
8835;موادگفته;78.768384438;1.0;[[1774, 1]]
8836;1روز;78.768384438;1.0;[[1774, 1]]
8837;رزیم;78.768384438;1.0;[[1774, 1]]
8838;ولرم;166.803637634;1.0;[[1775, 1]]
8839;نمیکنئ;166.803637634;1.0;[[1775, 1]]
8840;نریزیم;202.547274269;1.0;[[1776, 1]]
8841;یخی;202.547274269;1.0;[[1776, 1]]
8842;ببخشین;118.152576657;1.0;[[1777, 1]]
8843;پشه;118.152576657;1.0;[[1777, 1]]
8844;ترانزیستور;118.152576657;1.0;[[1777, 1]]
8845;میگو;218.127833828;1.0;[[1778, 2]]
8846;پفکی;109.063916914;1.0;[[1778, 1]]
8847;پف;315.207665444;2.0;[[1778, 1], [2418, 1]]
8848;لایه;455.311988623;4.0;[[1778, 1], [1780, 1], [2157, 1], [2268, 1]]
8849;نچسبد;261.290564776;2.0;[[1778, 1], [2405, 1]]
8850;حرکت;490.584601312;3.0;[[1778, 1], [2152, 1], [2378, 1]]
8851;زعفری;101.273637135;1.0;[[1779, 1]]
8852;پیرو;101.273637135;1.0;[[1779, 1]]
8853;خواستار;101.273637135;1.0;[[1779, 1]]
8854;جایگزین;562.757587078;4.0;[[1779, 1], [1785, 1], [2385, 1], [2424, 1]]
8855;رابو;101.273637135;1.0;[[1779, 1]]
8856;لازانیا;291.507840975;2.0;[[1780, 1], [1799, 1]]
8857;نایلکس;101.273637135;1.0;[[1780, 1]]
8858;فریزر;1303.92590215;4.0;[[1780, 1], [1792, 1], [2737, 1], [2738, 2]]
8859;کشید;101.273637135;1.0;[[1780, 1]]
8860;صنعتی;123.289645207;1.0;[[1781, 1]]
8861;پستو;157.536768876;1.0;[[1782, 1]]
8862;رستورانها;206.901394434;2.0;[[1782, 1], [1784, 1]]
8863;بفرستین;157.536768876;1.0;[[1782, 1]]
8864;تکه;246.579290415;1.0;[[1783, 2]]
8865;کباب;369.868935622;1.0;[[1783, 3]]
8866;یاکوچک;123.289645207;1.0;[[1783, 1]]
8867;چکارکنیم;225.045289745;2.0;[[1783, 1], [1798, 1]]
8868;کوبیده;123.289645207;1.0;[[1783, 1]]
8869;طمع;123.289645207;1.0;[[1783, 1]]
8870;اسپایسی;69.1624838968;1.0;[[1784, 1]]
8871;پولکی;138.324967794;1.0;[[1784, 2]]
8872;کنک;69.1624838968;1.0;[[1784, 1]]
8873;تیکه;69.1624838968;1.0;[[1784, 1]]
8874;پاستوریزه;88.6144324928;1.0;[[1787, 1]]
8875;سوپرمارکتها;88.6144324928;1.0;[[1787, 1]]
8876;میشهیا;88.6144324928;1.0;[[1787, 1]]
8877;مدنظره;88.6144324928;1.0;[[1787, 1]]
8878;کیوی;144.611947432;3.0;[[1788, 1], [1804, 1], [1805, 1]]
8879;ترخون;70.8915459942;1.0;[[1788, 1]]
8880;کفیر;226.852947182;1.0;[[1789, 2]]
8881;کفیرو;113.426473591;1.0;[[1789, 1]]
8882;منبرای;101.273637135;1.0;[[1790, 1]]
8883;ارد;101.273637135;1.0;[[1790, 1]]
8884;میکننم;101.273637135;1.0;[[1790, 1]]
8885;خمییر;101.273637135;1.0;[[1790, 1]]
8886;فرما;101.273637135;1.0;[[1790, 1]]
8887;ییدباتشکر;101.273637135;1.0;[[1790, 1]]
8888;زنجبیل;257.787439979;1.0;[[1791, 2]]
8889;مربا;531.324230175;5.0;[[1792, 1], [1804, 1], [1805, 1], [2400, 1], [2540, 1]]
8890;محمدیاری;202.547274269;1.0;[[1792, 1]]
8891;فرزی;61.6448226037;1.0;[[1793, 1]]
8892;مایونز;134.686196135;2.0;[[1793, 1], [2132, 1]]
8893;هرکاری;91.2345769236;2.0;[[1793, 1], [1860, 1]]
8894;میکسر;61.6448226037;1.0;[[1793, 1]]
8895;نمیارم;145.503420094;2.0;[[1793, 1], [1965, 1]]
8896;یاری;61.6448226037;1.0;[[1793, 1]]
8897;گوجه;387.097133001;2.0;[[1794, 1], [2070, 1]]
8898;هرمیوه;109.063916914;1.0;[[1794, 1]]
8899;میخرم;109.063916914;1.0;[[1794, 1]]
8900;پلاسیده;109.063916914;1.0;[[1794, 1]]
8901;وسبزیجات;109.063916914;1.0;[[1794, 1]]
8902;گلم;235.750885512;2.0;[[1794, 1], [1803, 2]]
8903;جونم;189.044122651;1.0;[[1795, 1]]
8904;شکلاتی;189.044122651;1.0;[[1795, 1]]
8905;بفرسی;189.044122651;1.0;[[1795, 1]]
8906;سواله;85.9291466597;1.0;[[1796, 1]]
8907;باقلوارو;85.9291466597;1.0;[[1796, 1]]
8908;بذاریم;103.309689392;2.0;[[1796, 1], [1821, 1]]
8909;درستش;119.504569446;2.0;[[1796, 1], [1802, 1]]
8910;بزار;166.803637634;1.0;[[1797, 1]]
8911;سئوالها;123.289645207;1.0;[[1798, 1]]
8912;عالیه;140.653306091;2.0;[[1798, 1], [1836, 1]]
8913;جوابها;123.289645207;1.0;[[1798, 1]]
8914;سیرترشی;123.289645207;1.0;[[1798, 1]]
8915;ندهد;123.289645207;1.0;[[1798, 1]]
8916;تهییه;218.127833828;1.0;[[1799, 1]]
8917;تهیۀ;184.858630862;2.0;[[1800, 1], [1802, 1]]
8918;غذاهاتان;157.536768876;1.0;[[1800, 1]]
8919;نباشی‌;157.536768876;1.0;[[1801, 1]]
8920;می‌خواستم;157.536768876;1.0;[[1801, 1]]
8921;تعرض;157.536768876;1.0;[[1801, 1]]
8922;تهیه‌;261.416245663;2.0;[[1801, 1], [2421, 1]]
8923;سوهان;90.0210107863;1.0;[[1802, 2]]
8924;عسلی;45.0105053932;1.0;[[1802, 1]]
8925;فالوده;45.0105053932;1.0;[[1802, 1]]
8926;شیرازی;45.0105053932;1.0;[[1802, 1]]
8927;بجای;471.888045336;4.0;[[1802, 1], [1885, 1], [2333, 1], [2610, 1]]
8928;برنجی;364.582299755;2.0;[[1802, 1], [2423, 1]]
8929;کمپوت;45.0105053932;1.0;[[1802, 1]]
8930;فرزین;74.6226799939;1.0;[[1803, 1]]
8931;ازرا;74.6226799939;1.0;[[1803, 1]]
8932;آشپزیه;74.6226799939;1.0;[[1803, 1]]
8933;ات;74.6226799939;1.0;[[1803, 1]]
8934;درم;74.6226799939;1.0;[[1803, 1]]
8935;مهمانی;74.6226799939;1.0;[[1803, 1]]
8936;کَی;74.6226799939;1.0;[[1803, 1]]
8937;دسر;229.857113374;2.0;[[1803, 1], [2417, 1]]
8938;سالاد;1158.86292371;6.0;[[1803, 1], [2132, 2], [2395, 1], [2448, 1], [2471, 1], [2539, 1]]
8939;سریعت;48.0620650808;1.0;[[1804, 1]]
8940;برات;66.36928884;2.0;[[1804, 1], [1833, 1]]
8941;مربای;48.0620650808;1.0;[[1804, 1]]
8942;رادرون;48.0620650808;1.0;[[1804, 1]]
8943;زاویه;48.0620650808;1.0;[[1804, 1]]
8944;گودی;48.0620650808;1.0;[[1804, 1]]
8945;ندیدم;48.0620650808;1.0;[[1804, 1]]
8946;انگاری;48.0620650808;1.0;[[1804, 1]]
8947;حلقه;331.422630095;2.0;[[1804, 1], [2620, 1]]
8948;شمارو;48.0620650808;1.0;[[1804, 1]]
8949;فییس;48.0620650808;1.0;[[1804, 1]]
8950;بوک;48.0620650808;1.0;[[1804, 1]]
8951;لایک;48.0620650808;1.0;[[1804, 1]]
8952;اینکاررو;48.0620650808;1.0;[[1804, 1]]
8953;وسپاسگذار;48.8907213753;1.0;[[1805, 1]]
8954;همیشگی;70.2450174631;2.0;[[1805, 1], [1851, 1]]
8955;تون;48.8907213753;1.0;[[1805, 1]]
8956;عزیزم;128.89371999;1.0;[[1806, 1]]
8957;دلمه;128.89371999;1.0;[[1806, 1]]
8958;بپیچم;128.89371999;1.0;[[1806, 1]]
8959;داری;816.57498172;6.0;[[1806, 1], [1809, 1], [1833, 1], [2005, 1], [2357, 1], [2708, 1]]
8960;طرزتهیه;405.094548539;1.0;[[1807, 1]]
