Unnamed: 0;id;title;sentence;subject1;subject2;subject3;subject_notsure;suggested_subject;type1;type2;type3;type_notsure;suggested_type;s1 score;s2 score;s3 score;t1 score;t2 score;t3 score;Avg_sbj_num;Avg_typ_num
1563;1564;;سلام من سوالات و پاسخ تشریحی زبان انگلیسی کنکور 95 را از کجا می تونم دانلود کنم؟با تشکر;تحصیل;;;0;;پیشنهاد;;;0;;20;0;0;20;0;0;1.33333333333;1.0
1564;1565;;با سلام من مدت 13سال است که ازدواج کرده ام اکنون قصد ادامه تحصیل دارم آخرین مدرک تحصیلی من مدرک پیش دانشگاهی در رشته ریاضی می باشد ولی خودم دوست دارم داروسازی بخونم ویا زبان انگلیسبی لطفا من را راهنمایی کنید;تحصیل;;;0;;;;;0;;20;0;0;0;0;0;1.0;1.0
1565;1566;;باسلام . معنی و تفاوت های farmوfieldرو میشه به ایمیلم ارسال کنید. معنی مهم نیس فقط تفاوت هاشو اگه ممکنه بفرستید.اینم ایمیلم=hosseinhoseini313@yahoo.com;تحصیل;;;0;;ترجمه;توضیح;;0;;20;0;0;20;19;0;1.33333333333;1.33333333333
1566;1567;;سلام-در تست ها ی کنکور گاها در مورد timeدر گزینه ها spendوdevotelمی آیند که من نمی دانم کدامیک را باید در این شرایط انتخاب نمایم مثل تست زیر:I can only.......... two hours a day to work on the projectکه گزینه ها spendوdevote می باشند.لطفا مرا راهنمایی نمایید.با تشکر;تحصیل;زبان;;0;;;;;0;;20;19;0;0;0;0;1.33333333333;1.0
1567;1568;;سلام خدمت مشاور عزیز خسته نباشید سپاس از زحماتتونبنده 25 سالمه و سه سال پیش درسم تموم شده و از درس فاصله گرفتم ولی خیلی دوست دارم انگلیسی بخونم از طرفی هم بیشتر وقتم درگیر کار هستشآیا راهی هست که با وقت کم بتونم یاد بگیرمبه نظرتون باید کلاس برم یا خودم میتونم اگه میتونم باید از چه منابعی استفاده کنم.بازم ممنون که وقتتونو به بنده میدید. خدانگهدار;زبان;تحصیل;;1;;توضیح;;;0;;19;19;0;18;0;0;1.66666666667;2.0
1568;1569;;سلام من مقطع دبستان هستم.من توی مکالمه کلمات رو اشتباه میگم و استرس دارم.چیکار کنم؟;تحصیل;;;0;;;;;0;;20;0;0;0;0;0;1.33333333333;1.0
1569;1570;;با عرض سلام.من حدود 3 ساله دارم میرم کلاس زبان و واقعا هم برام موثر بوده ولی نمیتونم معنای کلمات را نه به فارسی و نه به ویژهه به انگلیسی به بیادم بسپارم.یه راه خوب میخواهم از شما برای اینکه معنای کلمات در ذهنم بماند.همچنین توی جممله بندی گاهی دچار مشکل میشم.لطفا کمکم کنید من میخواهم تا سالی که کنکور دارم تمام کنم زبانم را و امسالم سال دوم دبیرستان در رشته تجربی ام و تقریبا 2 سال وقت دارم.کمکم کنید .با سپاس و تشکر بسیار;تحصیل;زبان;;0;;نظر;;;0;;20;19;0;20;0;0;1.33333333333;1.33333333333
1570;1571;;با سلاممن تحصیلات کارشناسی رو تموم کردم و الان سرباز هستممن به دلیل علاقه و کسب موقعیت شغلی بهتر کتاب 504 رو مطالعه میکنمروش مطالعه من هم به این صورت است که روزی 10 لغت رو پیدا میکنم و توسط روش لایتنر اونا رو مرور میکنمحالا سوالم این است که روش مطالعه ی من چه نقاط مثبت و منفی ای داره تا راندمانم رو بالا ببرم;تحصیل;زبان;;0;;پیشنهاد;;;0;;20;19;0;20;0;0;1.33333333333;1.0
1571;1572;;با سلام.من توی درس زبان بسیار ضعیفم.باید چه کار کنم؟؟؟البته فعلا منبعی رو معرفی کنید که به درد تحصیل بخوره;تحصیل;زبان;;0;;پیشنهاد;;;0;;20;19;0;20;0;0;1.33333333333;1.0
1572;1573;;با سلام.من توی درس زبان بسیار ضعیفم.باید چه کار کنم؟؟؟البته فعلا منبعی رو معرفی کنید که به درد تحصیل بخوره;تحصیل;زبان;;0;;نظر;;;0;;20;19;0;20;0;0;1.33333333333;1.0
1573;1574;;بهتر است ابتدا در کدام یک از آزمونهای تافل، تولیمو و آیلتس شرکت نمایم؟ ضمنا شرایط آن را هم بفرمائید.;تحصیل;زبان;;0;;پیشنهاد;توضیح;;0;;20;19;0;20;18;0;1.33333333333;2.0
1574;1575;;با سلام شما نرم افزاری برای یادگیری زبان بر روی کامپیوتر می شناسیدمتشکر;کامپیوتر و موبایل;تحصیل;زبان;0;;پیشنهاد;;;0;;26;20;19;30;0;0;2.33333333333;1.0
1575;1576;;با سلام بنده چند تا کتاب یا فایل یا سایت اینترنتی برای بر گذاری کلاس زبان از شما می خواستم که معرفی کنید با تشکر;تحصیل;زبان;;0;;پیشنهاد;;;0;;20;19;0;20;0;0;2.0;1.0
1576;1577;;سلام.خسته نباشید. من سال سوم رو تموم کردم و رشته ی انسانی هم هستم. متاسفانه امسال دبیر خوبی برای زبان نداشتیم و من هم کلاس زبان نمیرم. میخواستم از فرصت تابستون برای جبران ضعف هام در کنار مطالعه دروس پایه استفاده کنم. بهتره برای زبان از کجا شروع کنم و چه طور بخونم؟ ممنون میشم اگه راهنماییم کنید.;تحصیل;زبان;;0;;پیشنهاد;;;0;;20;19;0;20;0;0;1.33333333333;1.0
1577;1578;;سلام 1-من در خواندن و تلفظ زیان انگلیسی مشکل دارم لطفا حرفی که در کنارهم قرار می گیرندمثلاsh.khکه صدای ش.خ در خواندن می دهند را از این دست چه با کلمات بیشتر که در زبان کل زبان است رانام ببرید 2-حرفی مانند cکه در کلمه که نام می برم صدای ک می دهدpoliticalمن نمی دانم که این حرف به عنوان مثال چه زمانی در کلمه صدای سی و چه زمانی صدای ک می دهد این مشکل در تمام حروف زبان است چه طوری این مشکل راحل کنم با تشکر;تحصیل;زبان;;0;;;;;0;;20;19;0;0;0;0;1.33333333333;1.33333333333
1578;1579;;من در زمینه زبان شنیدارم خوبه اما گفتارم نه زیاد. برای تقویت گفتار چکار کنم؟ دیگر اینکه خیلی اوفات یه کلمه رو بارها تو دیکشنری نگاه میکنم دفعه بعد در متنی دیگر باز هم یادم میره چکار کنم؟;تحصیل;زبان;;0;;توضیح;;;0;;20;19;0;19;0;0;1.66666666667;1.33333333333
1579;1580;;با سلام. ایا خوردن سیب زمینی پخته روزانه باعث چاقی بدن میشود/ و ایا خوردن سیب زمینی پخته به لحاظ طب سنتی در فصل پاییز ایرادی دارد یا خیر/;سلامت;تغذیه;;0;;بله/خیر;;;0;;29;19;0;29;0;0;1.66666666667;1.33333333333
1580;1581;;سلام بنده میخوام اب زرشک رو برای کاهش چربی استفاده کنم طرز استفاده صحیحش رو لطفا بگین یعنی میشه بعد از غذا مستقیم بخورم و چه مقدار؟;تغذیه;سلامت;;0;;توضیح;بله/خیر;;0;;29;28;0;20;18;0;2.0;2.0
1581;1582;;با سلام و احترامخواهر بنده چند سالی است که ام اس دارند و امپول استفاده میکنند و هر از گاهی مشکل حرکتی پیدا میکنند شاید سالی یکبار و 37 سالشان است. میخواستم بدانم ایا خوردن غذاهای با طبع گرم برایشان مفید است یا غذاهای با طبع سرد;سلامت;تغذیه;;0;;;;;0;;29;28;0;0;0;0;2.0;1.33333333333
1582;1583;;اگر امکان داره چند راه حل طبیعی برای درمان بوی تند عرق معرفی بفرمایید. نظرتون درباره زاج سفید در این مورد چیه؟(ایا استفاده طولانی مدت عوارضی دارد؟) با تشکر;سلامت;;;0;;توضیح;;;0;;20;0;0;19;0;0;1.0;1.66666666667
1583;1584;;سلام برای درمان رطوبت معدم دارم از بارهنگ و نعنا استفاده می کنم فقط قبل شام بخورم یا قبل خواب در ضمن دانه های بارهنگ باید بخورم یا نه؟؟؟؟;سلامت;تغذیه;;0;;بله/خیر;;;0;;30;18;0;18;0;0;1.66666666667;1.66666666667
1584;1585;;با سلام و احترام - در جواب پرسش من راجع به قطره نورا ،با کد 1271535 ،از ترکیبات و شرکت سازنده پرسیده بودید. روی جعبه آن فقط این عبارت به چشم می خورد: به سفارش بخش تحقیق و توسعه داروها و مکمل های گیاهی موسسه تحقیقات حجامت ایران. این دارو فاقد بروشور است. فکر می کنم از عرق گیاه نورا تولید شده باشد. آیا می توانم برای درمان آب مروارید از آن استفاده کنم؟ با سپاس;سلامت;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.0;1.33333333333
1585;1586;;با سلام استفاده از آبغوره و سرکه سیب برای لاغر شدن به چه شکلی است آیا در درمان کبد چرب هم موثر هستند متشکرم;زیبایی;تغذیه;سلامت;1;;توضیح;بله/خیر;;0;;19;19;18;20;18;0;2.0;1.66666666667
1586;1587;;با سلام و احترام دکتر طب سنتی برای درمان آب مروارید، قطره نورا تجویز کرده است. مایلم درباره ترکیبات این داروی گیاهی و خواص و یا ضرر آن بیشتر بدانم. آیا استفاده از آن در چشم خطرناک است یا خیر؟ با سپاس و احترام مجدد علیرضا فیضی لطفا پاسخ به همراه یا رایانامه فرستاده شود همراه: 5018137-0912;سلامت;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.0;1.33333333333
1587;1588;;سلام من صورتم لاغره میخواستم عرق یونجه مصرف کنم ایا عرق یونجه برای بیماران فاویسم مضر است. لطفا راهنمایی کنید.;سلامت;;;0;;بله/خیر;توضیح;;0;;29;0;0;29;19;0;1.66666666667;1.66666666667
1588;1589;;با سلام و عرض خسته نباشید من یه مدته حافظم ضعیف شده 16 سالم و درس میخونم بعد از مدت کمی از یادم میرن به نظرتون مصرف قرص جینکوبیلوبا میتونه تاثیر داشته باشه؟;سلامت;روانشناسی;;0;;بله/خیر;;;0;;20;19;0;19;0;0;1.33333333333;1.33333333333
1589;1590;;سلام ببخشید من قرص ویتاگنوس مصرف کردم ولی خارش شدید گرفتم چیکار کنم;سلامت;;;0;;نظر;;;0;;30;0;0;20;0;0;1.0;1.33333333333
1590;1591;;لطفا گیاهان دارویی موثر در درمان دیابت را معرفی کنید.;سلامت;;;0;;لیست;;;0;;30;0;0;19;0;0;1.0;1.33333333333
1591;1592;;برای اینکه صاحب فرزند پسر بشویم چه توصیه هایی دارید؟;سلامت;;;0;;پیشنهاد;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
1592;1593;;باسلام - خانم دکتر بفرمایید که چگونه می توان مزاج واقعی خودرم را بشناسم ؟ چون من برخی خصوصیات مزاج تر و خشک را دارم و برخی خصوصیات مزاج گرم و خشک ، حتی بعضی ایام احساس میکنم مزاجم سرد می باشد ؟ واقعا گیج شده ام اکثر ایام بدنم داغ است درصورتیکه زانوهایم حتی در تابستان هم بعضا یخ است ، با غذاهای سرد مزاج راحت ترم ولی چیزهایی مثل خرما ، شیرینیجات و بادجان وآش را خیلی دوست دارم;سلامت;تغذیه;;0;;توضیح;;;0;;30;18;0;29;0;0;1.66666666667;1.66666666667
1593;1594;;با سلام و احترام من مشکل ریزش مو داشتم که با داروهای گیاهی بهتر شده است ولی سرم در بعضی از قسمتهایش پوست سر مشخص است میخواستم بدانم روشی هست که موهای ریخته رشد کند با تشکر;سلامت;زیبایی;;0;;بله/خیر;;;0;;28;20;0;20;0;0;1.66666666667;1.66666666667
1594;1595;;می خواستم ببینم ایا گیاه گزنه برای دیابت خوب است یانه؟اگر امکانش است چند گباه مفید برای دیابت نام ببرید;سلامت;;;0;;بله/خیر;لیست;;0;;30;0;0;30;18;0;1.66666666667;2.0
1595;1596;;مشکل سینوزیت دارم. نه زیاد خیلی کم خفیف. گلو کمی دچار چرک شده. میخواهم برای بهبود از داروی های گیاهی استفاده کنم. چه چیزهایی رو برای بهتر شدن پیشنهاد می کنید؟;سلامت;;;0;;پیشنهاد;;;0;;30;0;0;20;0;0;1.0;1.0
1596;1597;;با سلاممن مشکل رفلاکس معده و زخم اثنی عشر دارم یه دوره دارو مصرف کردم ولی با قطع داروها مشکلم برگشت. راجع به خواص شیرین بیان خوندم خاستم از شما هم مشورت بگیرم که مصرف کنم یا نه. عصاره شیرین بیان رو دارم که جامده ولی نمیدونم چطور مصرف بشه.;سلامت;;;0;;نظر;توضیح;;0;;30;0;0;20;18;0;1.33333333333;1.66666666667
1597;1598;;با سلاممن به دلیل رژیم صورتم به شدت لاغر شده و متاسفانه سمت راست هم از چپ لاغرتر شده و این بی تناسبی به چشم میاد ، و چون سینوزیت هم دارم خیلی ازار دهنده شده و با کوچکترین باد و سرمایی سردرد و چشم درد میگیرم. میخواستم ببینم روغن زفت که برای چاقی موضعی پیشنهاد میکنن اثری در چاق کردن صورت داره یا خیر و نحوه و میزان مصرفش به چه شکل هست ، آیا باعث ایجاد جوش یا تغییر رنگ در پوست میشه؟اگر روش بدون عارضه ای برای چاق کردن صورت در طب سنتی سراغ دارید ممنون میشم بفرمایید.با تشکر;سلامت;;;0;;توضیح;بله/خیر;;0;;29;0;0;27;20;0;1.66666666667;2.33333333333
1598;1599;;سلام خسته نباشید راجع به گیاه بادرنجبویه سوالی داشتم. ایا این گیاه با موم عسل تداخل دارد؟؟;سلامت;;;0;;بله/خیر;;;0;;20;0;0;30;0;0;1.33333333333;1.0
1599;1600;;سلام ایا مصرف پودر زردچوبه به صورت خام ضرری نداره وبرای نفخ شکم وصدای شکم چی خوبه;سلامت;تغذیه;;0;;بله/خیر;;;0;;29;28;0;20;0;0;2.0;1.66666666667
1600;1601;;با سلام . من 4 ماه پیش زایمان کردم ( سزارین) بعد از آن 3 بار آزمایش دادم و چربی خونم بالا بود در حالی که من لاغرم و غذای چرب نمی خورم وروغن کم مصرف میکنم روغن زیتون و کنجد استفاده میکنم و بچه هم شیر میدم. نتیجه آخرین آزمایشم به شرح زیر : تری گلیسرید 201کلسترول 240hdl 45ldl 155 s.g.o.t 26s.g.p.t 36 tsh 0.9در ضمن فکر میکنم مزاجم سوداوی هست .میشه به خاطر سردی مزاج باشه؟آیا مصرف زیاد روغن های زیتون و کنجد و حیوانی باعث بهبود میشه؟اگه چربی خون بالا ارثی باشه چطور میشه کم کرد؟ خیلی ممنونم به خاطر راهنمایی های خوبتون.;سلامت;;;0;;بله/خیر;توضیح;;0;;30;0;0;20;18;0;1.33333333333;1.66666666667
1601;1602;;با سلام من در جای سرد و خشک زندگی می کنم طبع من سرد و خشک است مدتی است احساس خشکی در بدنم می کنم و احساس عمومی خوبی نداری بزاق دهانم زیاد ترشح میشه با توجه به اینکه اغلب مواد گرم ،خشک هم هستند چه کنم؟;سلامت;;;0;;نظر;;;0;;30;0;0;20;0;0;1.0;1.33333333333
1602;1603;;سلام. استفاده از برگ سنا به طور دم کرده اشکال داره هفته ای یک بار استفاده بشه؟ چون بنده ورزش بدنسازی میکنم و مکمل های ورزشی مجاز استفاده میکنم. شنیدم برگ سنا کبد رو شست و شو میده و واسه سلامتی کبد خوبه;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
1603;1604;;سلام وقت بخیربنده لیسانس گرافیک هستم و حرفم زبانهای خارجه و تاسسی موسسه و اموزش و مدیریت میباشد.تنها تجربه من علاوه بر گیاه خواری حدودا ده ساله من. علاقه درزمینه با ساخت و علاج افراد با گیاهان داروییست.خوشحال میشم راهنمایی بفرمایید چه طور و با چه منابعی میتونم از ابتدای مبانی تا انتهای این هدف که خدمتتون عرض کردم پیش برم با وجود نداشتن شناختی به ان.متشکر;سلامت;;;0;;توضیح;;;0;;20;0;0;20;0;0;1.33333333333;1.33333333333
1604;1605;;سلام ایا جوشوندنی بادرنجبویه برای زن باردار مفید است?;سلامت;تغذیه;;0;;بله/خیر;;;0;;29;19;0;30;0;0;1.66666666667;1.0
1605;1606;;سلام خسته نباشید مدتهاست بیماری کولیت خونی دارم چکار باید بکنم ایا در پزشکی سنتی داروی موثری وجود دارد لطفا راه نمای بفر مائید.;سلامت;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.0;1.66666666667
1606;1607;;با سلام خسته نباشیدایتجانب ساکن اهواز هستم. و تا سال 89 یک ورزشکار حرفه بودم و بعلت بیماری لنفوم دیگر ورزش را کنار گذاشتم و که در سال 90 شیمی درمانی کردم و به لطف خدا خوب شدم بنده دارای مزاج گرم وخشک هستم (تست مزاج اینترنتی تو سایت طبایع انجام دادم) یک برنامه تغذیه کامل صبحانه و نهار شام تمام روزهای هفته میخواستمفکر و وسواس زیاد دارمتمرکز فکری ندارمچکار کنم کمی بدنم حجم بگیردقد:174 وزن: 70 مشخصات فعلی خودمممنون میشوم;سلامت;تغذیه;;0;;نظر;;;0;;30;27;0;20;0;0;2.33333333333;1.33333333333
1607;1608;;با سلام و خسته نباشید خدمت دکتر عزیز.چند تا سوال دارم .من روغن رازیانه رو از عطاری خریداری کردم .به جهت روشن شدن پوستم همینطور رفع جای جوشای صورتم.به پیشنهاد فروشنده خریداریش کردم میخواستم بدونم واقعا رو جای جوشم و جوشم بزنم موثره?یه جا شنیدم خوردنش در روز باعث چاقی میشه در مردان باعث لاغری.میخواستم ببینم صحت داره اگه راسته چقدر باید بخوریم تا جواب بگیریم?یه جا هم شنیدم که خوردن زیادش نازایایی میاره?این چطور واقعیت داره?تو رو خدا راهنماییم کنید.خیلی دوست دارم بدونم چیکار باید بکنم.ممنونم.;سلامت;تغذیه;;0;;بله/خیر;توضیح;;0;;30;17;0;20;18;0;2.0;1.66666666667
1608;1609;;سلام، من پریودیم نامنظمه، ولی الان ۳ماه قبل پریود شدنم لک بینی دارم به مدت ۱تا ۲هفته، الانم با اینکه ۴روز از پاک شدنم گذشته باز لک بینیم شروع شده!دکتر بهم قرص استروژن و پرژسترون داد ۱ماه خوردم، به موقع پریود شدم ولی لک بینیم قطع نشد ، باز بهم استرادیول و دوفاستون داد ۱ماه خوردم لک بینیم قطع نشد، سونو دادم کیست نداشتم تنبلی تخمدان داشتم، الان دو روزه قرص گیاه پنج انگشت و دم کرده رازیانه میخورم، موثره؟؟چیکار کنم;سلامت;;;0;;بله/خیر;نظر;;0;;30;0;0;20;19;0;1.33333333333;1.66666666667
1609;1610;;سلام خانم دکتر.من جوانی هستم ۳۲ ساله مجرد و سفیدپوست و صورت سرخ و موهای خرمایی و چشمان سبز و تست مزاج شناسی که دادم مزاجم گرم و تر میباشد و به علت افزایش وزن به من گفته اند که از سینه به پایین مزاجم بلغمی شده است . به همین خاطر تعادل بدنم به هم خورده و فشارخونم بالا میرود به حدی که به متخصص قلب مراجعه کرده ام و بعد از آزمایشات سالم برام لوزارتان ۲۵ صبح و شب تجویز کرده اند و کاپیتوپریل زیر زبانی . هم اکنون رژیم دارم جهت کاستن وزن . حالا مشکلم اینه که با این برهم خوردن مزاجم نمیدونم چی باید بخورم و چه چیزی نباید بخورم . هر چی میخورم فشارم میره بالا ضمن اینک;سلامت;تغذیه;;0;;نظر;;;0;;29;17;0;19;0;0;1.66666666667;1.33333333333
1610;1611;;با عرض سلام خدمت سرکار خانم دکتر هاشمی.1) نظر شما در مورد مخلوط گیاه شیطرج هندی و روغن کوهان شتر جهت بهبود عارضه ی آرتروز چیست؟ طریقه ی مصرف آن به شکلی میباشد؟2) نظر حضرتعالی در مورد سویق جو به جهت درمان آرتروز گردن و شانه چیست؟ در جایی خواندم که باید آن را آسیاب کرد و سپس بدون روغن تفت داد. سویق جو مخلوط چه مواردی است ؟ نحوه ی مصرف آنرا توضیح دهید.با تشکر فراوان و آرزوی سلامتی و تندرستی برای شما.;سلامت;تغذیه;;0;;نظر;توضیح;;0;;30;18;0;20;19;0;1.66666666667;2.33333333333
1611;1612;;باسلام درمورد سرطان میخواستم بدونم درطب سنتی سرطان چگونه تشکیل میشه از نوع سرده بیشتر در افراد سرد مزاج دیده میشه درمانی براش هست یا فقط کمک کننده است;سلامت;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.66666666667
1612;1613;;با عرض سلام .من خانمی۲۶ساله هستم با وزن۹۳...یه پسر یکسال و سه ماهه ساله دارم ...اکثر شبها دچار خوابهای پریشون میشم همش خواب میبینم از بلندی میفتم یا مار داره منو نیش میزنه. بعد غیر از خواب بد همش عصبیم با شوهرم دعوام بشه باید چیزی پرت کنم سمتش یا بزنمش وگرنه عصبانیتم فرو کش نمیشه..یکساله که دچار یبوست شدیدی هم شدم.....پیش چندتا دکتر طب سنتی رفتم گفتن سودای مغزم زیاده...من متوجه نمیشم یعنی چی؟؟اکثر شبا هم شام سبک میخورم ولی بخاطرشیر دادن به پسرم مجبورم مرتب از خواب بپرم..باید چکار کنم؟؟؟ممنونم;سلامت;روانشناسی;;0;;توضیح;;;0;;29;28;0;20;0;0;2.0;1.0
1613;1614;;با سلام و خسته نباشید پلک من در قسمت رویش مژه دچار کشیدگی شده (پوست پلکم آویزان نیست) آیا طب سنتی درمانی برای این افتادگی پلک دارد با تشکر;سلامت;;;0;;بله/خیر;;;0;;20;0;0;20;0;0;1.0;1.0
1614;1615;;باسلام و ادبپوست سر و صورت بسیار چربی دارم برای اینکه پوست صورتم چربی کمتری تولید کند روغن یا کرم چه گیاهی را به صورت بزنم که چربی صورتم کمتر شود ؟;سلامت;;;0;;نظر;;;0;;20;0;0;20;0;0;1.0;1.0
1615;1616;;سلام مدت 14سال سینوزیت دارم و 8 عدد زالو انداختم ولی باز چه در زمستان و تابستان دچار درد می شود ایا اسپره گیاهی ودرمان دارد بعضی غذاها مثل قورمه سبزی و ترشی می خورم بدتر می شود و درد می گیرد علت چیست;سلامت;;;0;;بله/خیر;دلیل;;0;;30;0;0;20;18;0;1.0;1.66666666667
1616;1617;;سلام.چه داروی گیاهی برای پرپشت شدن مو و رشد مجدد مو در نواحی که مو در اثر اختلالات هورمونی ریخته شده است مناسب است.با تشکر فراوان از شما;سلامت;;;0;;پیشنهاد;;;0;;20;0;0;20;0;0;1.0;1.0
1617;1618;;سلام میخواهم مزاج خودرابشناسم;سلامت;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
1618;1619;;بنده برای سوزش معده مزمن درخواست داروی طب سنتی دارم لطفا راهنمایی فرمایید;سلامت;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
1619;1620;;سلام.من مدت یک هفته هست که برای کاهش استرسم از دمنوش اسطخدوس استفاده میکنم.استرس من بهبود پیدا کرده اما روز اول قاعدگی خون مشاهده کردم اما بعد قطع شد.می خواستم بدونم آیا این گیاه این تاثیر بد رو داشته یا نه؟;سلامت;تغذیه;;0;;بله/خیر;;;0;;30;18;0;20;0;0;2.0;1.0
1620;1621;;سلام وخسته نباشیدایا عناب بصورت دم کرده بهتر است یا جوشانده من فقط میوهخشک آنرا از عطاری میگیرم میخورم ایا حتا باید ذر آب خیسانده بشه و اعاب پس بدهباتشکر;سلامت;تغذیه;;0;;بله/خیر;;;0;;20;19;0;18;0;0;1.33333333333;1.66666666667
1621;1622;;باسلام و خداقوتاز دیدگاه طب سنتی خوردن ماست به همراه لبو ایراد دارد؟و سوال بعد این که خوردن عرق رازیانه نیاز به مشورت پزشک دارد و مشکل ساز می شود؟;سلامت;تغذیه;;0;;بله/خیر;;;0;;30;18;0;20;0;0;1.66666666667;1.0
1622;1623;;با سلام. من مزاج دم غلبه صفرا دارم .چه چیزهایی باید بخورم و از خوردن چه چیزهایی پرهیز کنم؟مرسی;سلامت;تغذیه;;0;;;;;0;;30;18;0;0;0;0;1.66666666667;1.0
1623;1624;;با سلام و خسته نباشید بنده کم کاری تیروئید و پرولاکتین بالا دارم و حدود 20 کیلو اضافه وزن دارم با چه داروهای گیاهی میتوانم کنترل نمایم ؟؟ و چگونه میتوانم تشخیص بدم گرم مزاج هستم و یا سرد مزاج ؟؟;سلامت;;;0;;توضیح;;;0;;30;0;0;18;0;0;1.0;1.66666666667
1624;1625;;سلام من هر سال از پودر جنرال تونیک دینه سالی دو بسته ۲۴عددی مصرف می کنم که ساخت شرکت دینه است ایا مصرف ان ضرری ندارد ۱۰ سال است مصرف می کنم;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
1625;1626;;با سلام مادرم(55 ساله) دچار مشکل پارکینسون است و هر روز از قرص مادوپار استفاده می کند ولی وضعش روز به روز بدتر می شود آیا در طب سنتی راهی هست لطفا راهنمایی بفرمایید;سلامت;;;0;;نظر;;;0;;30;0;0;20;0;0;1.0;1.0
1626;1627;;سلام.اسلام بعنوان دینی کامل باید برای هرچیزی برنامه داشته باشد.در طب سنتی اسلامی چه روشهایی برای از بین بردن جوشهای پوستی وجود دارد؟;سلامت;;;0;;توضیح;;;0;;20;0;0;18;0;0;1.33333333333;1.66666666667
1627;1628;;با عرض سلام خدمت سرکار خانم دکتر هاشمی.1) نظر شما در مورد مخلوط گیاه شیطرج هندی و روغن کوهان شتر جهت بهبود عارضه ی آرتروز چیست؟ طریقه ی مصرف آن به چه شکلی میباشد؟2) نظر حضرتعالی در مورد سویق جو به جهت درمان آرتروز گردن و شانه چیست؟ در جایی خواندم که باید آن را آسیاب کرد و سپس بدون روغن تفت داد. سویق جو مخلوط چه مواردی است ؟ نحوه ی مصرف آنرا توضیح دهید.با تشکر فراوان و آرزوی سلامتی و تندرستی برای شما.;سلامت;;;0;;نظر;توضیح;;0;;30;0;0;20;19;0;1.33333333333;1.66666666667
1628;1629;;سلام خسته نباشید من دارای فیبروم 8*10 سانتی می باشم آیا با تخم کتان فیبروم از بین میرود . با تشکر;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.33333333333;1.0
1629;1630;;کدام یک از جانوران ساکن خشکی شش ندارند؟ضمنا اندام تنفسی اونا رو هم میخوام؟;حیوانات;;;0;;لیست;;;0;;30;0;0;30;0;0;1.0;1.33333333333
1630;1631;;آیا پرنده ها، روح دارند، بعد از مرگ روحشان به کجا می رود؟؟؟;حیوانات;;;0;;بله/خیر;توضیح;;0;;30;0;0;20;18;0;1.33333333333;1.66666666667
1631;1632;بارداری و زایمان;سلام خانم خیابانی عزیز  درباره سؤال قبلی که گفته بودم در هفته 18 بارداری با فشار سینه از سینه ام ترشح میاد، این ترشح رنگ خاصی نداره و شبیه آبه ولی غلیظ تر . آیا طبیعیه؟!;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
1632;1633;ازدواج و مسائل جنسی;سلام. ببخشید من حدود 7 8 بار سکس داشتم. اگر بخوام ازدواج کنم همسرم می تونه بفهمه که کم قیلا سکس داشتم؟؟؟؟؟ ایا پزشک قانونی می تونه بفهمه که من سکس داشتم قبلا؟؟؟؟؟ اگر می فهمه من باید چی کار کنم؟؟؟؟؟؟ تورو به ابروی حضرت زهرا جوابمو زودتر بدین.;رابطه;;;0;;بله/خیر;توضیح;;0;;20;0;0;20;19;0;0.666666666667;1.66666666667
1633;1634;;من ٣٢ سالمه و ٥ سال ازدواج کردم و بچه ندارم می خواستم بدونم می تونم از آیو دی استفاده کنم واسه جلوگیری؟!;سلامت;;;0;;بله/خیر;;;0;;20;0;0;30;0;0;0.666666666667;1.0
1634;1635;;آیاخوردن داروهای گیاهی به غیر از سقط خطر مخرب دیگری روی جنین دارند؟;سلامت;;;0;;بله/خیر;;;0;;30;0;0;20;0;0;1.0;1.0
1635;1636;;باسلام خدمت شماکارشناس محترم میخاستم بدونم ایااستفاده ازپودرهای موبربرای رفع موهای زائداندام تناسلی که هنگام استفاده ازان سوزش خاصی به وجود می اید باعث اسیب به پرده ی بکارت میشود باتشکر;سلامت;;;0;;بله/خیر;;;0;;29;0;0;30;0;0;1.33333333333;1.0
